NAME;CODE;IP1;IP2;IP3
Tisakmedia Karlovac;922430;10.100.114.1;10.100.114.11;10.100.114.12
Roviš?e;922440;10.199.28.201;10.199.28.202;10.199.28.203
Ludbreg;922450;10.199.28.185;10.199.28.186;10.199.28.187
Marija Bistrica;922470;10.199.28.193;10.199.28.194;10.199.28.195
Zvonimirova;922480;10.199.8.129;10.199.8.130;10.199.8.131
Lokal Podgora;922490;10.199.37.49;10.199.37.50;10.199.37.51
Ilok;922500;10.199.28.177;10.199.28.178;10.199.28.179
Ksaver;922520;10.199.29.121;10.199.29.122;10.199.29.123
Dubrava 3;922540;10.199.28.233;10.199.28.234;10.199.28.235
Tisak Kika;922550;10.199.29.41;10.199.29.42;10.199.29.43
Klin?a Sela;922560;10.199.29.89;10.199.29.90;10.199.29.91
Kraljevica;922570;10.199.29.65;10.199.29.66;10.199.29.67
Tržnica Selce;922580;10.191.100.49;10.191.100.50;10.191.100.51
Jastrebarsko;922590;10.191.52.1;10.191.52.2;10.191.52.3
Cerna;922600;10.199.29.9;10.199.29.10;10.199.29.11
Pevec;922620;10.199.29.1;10.199.29.2;10.199.29.3
Brodski stupnik;922630;10.199.29.33;10.199.29.34;10.199.29.35
Dubrava 4;922640;10.199.28.217;10.199.28.218;10.199.28.219
Neboder Vjesnik REM.;922650;10.199.0.33;10.199.0.34;10.199.0.35
Storeland;922660;10.199.29.25;10.199.29.26;10.199.29.27
TISAKMEDIA ASTORIA;922670;10.100.92.1;10.100.92.14;10.100.92.15
Josipovac;922680;10.199.29.17;10.199.29.18;10.199.29.19
Pojatno;922690;10.191.103.177;10.191.103.178;10.191.103.179
Lužani;922700;10.191.103.97;10.191.103.98;10.191.103.99
City Gallery;922710;10.199.29.169;10.199.29.170;10.199.29.171
BUDA?KA;922720;10.199.29.129;10.199.29.130;10.199.29.131
Požega, Arslanovci;922730;10.199.29.145;10.199.29.146;10.199.29.147
Stjepana Radi?a;922740;10.199.30.89;10.199.30.90;10.199.30.91
Roses fashion;922750;10.199.29.185;10.199.29.186;10.199.29.187
Tisakmedia Gajeva;922770;10.100.120.1;10.100.120.12;10.100.120.13
Tisakmedia Frankopanska;922780;10.100.124.1;10.100.124.10;10.100.124.11
TC Kerum;922790;10.199.29.177;10.199.29.178;10.199.29.179
P.C. Excelsior;922800;10.199.30.9;10.199.30.10;10.199.30.11
Riva boduli;922810;10.191.104.33;10.191.104.34;10.191.104.35
Pribislavec;922820;10.199.29.233;10.199.29.234;10.199.29.235
Vel.Trgoviš?e tvornica;922830;10.199.29.217;10.199.29.218;10.199.29.219
Vel.Trgoviš?e centar;922840;10.199.29.225;10.199.29.226;10.199.29.227
Samobor Suprkonzum;922850;10.199.29.249;10.199.29.250;10.199.29.251
Petra Sva?i?a Konzum;922860;10.199.29.209;10.199.29.210;10.199.29.211
Kaufland, Dugo selo;922870;10.199.30.145;10.199.30.146;10.199.30.147
Gup?eva zvijezda stanica;922880;10.199.29.241;10.199.29.242;10.199.29.243
JADRANSKI MOST;922890;10.199.30.233;10.199.30.234;10.199.30.235
Vukomere?ka cesta;922900;10.199.30.1;10.199.30.2;10.199.30.3
Sarajevska;922910;10.199.30.25;10.199.30.26;10.199.30.27
JOKER;922930;10.199.30.41;10.199.30.42;10.199.30.43
Vodice;922940;10.199.30.49;10.199.30.50;10.199.30.51
Trg. Centar Dalmare;922950;10.191.52.81;10.191.52.82;10.191.52.83
Pore?-Superkonzum;922960;10.199.30.105;10.199.30.106;10.199.30.107
Bolnica k-15;922970;10.199.30.65;10.199.30.66;10.199.30.67
Superkonzum Vukovarska;922980;10.199.30.73;10.199.30.74;10.199.30.75
Garešnica - aut. Kol.;922990;10.199.30.161;10.199.30.162;10.199.30.163
Sesvetski Kobiljak;923020;10.199.30.81;10.199.30.82;10.199.30.83
Nostalgija Vinkovci;923030;10.199.30.113;10.199.30.114;10.199.30.115
Kutina - Nova tržnica;923040;10.191.50.177;10.191.50.178;10.191.50.179
Križevci;923050;10.199.30.185;10.199.30.186;10.199.30.187
Malinska lokal;923060;10.191.104.209;10.191.104.210;10.191.104.211
Hotel Libra, Senj;923070;10.199.30.137;10.199.30.138;10.199.30.139
Tkal?i?eva 83;923080;10.199.30.177;10.199.30.178;10.199.30.179
Vukovarska Olibska;923090;10.199.30.201;10.199.30.202;10.199.30.203
Fažana, riva;923100;10.199.32.161;10.199.32.162;10.199.32.163
POS Špansko;923110;10.199.32.169;10.199.32.170;10.199.32.171
Vrap?e-Bologna;923120;10.199.30.169;10.199.30.170;10.199.30.171
Petrijevci;923130;10.199.30.209;10.199.30.210;10.199.30.211
Njivice Placa;923140;10.191.104.193;10.191.104.194;10.191.104.195
Tisakmedia Sisak;923150;10.99.10.1;10.99.10.11;10.99.10.12
Tisakmedia Osijek;923160;10.99.12.1;10.99.12.11;10.99.12.12
Tisakmedia Zadar;923170;10.99.16.75;10.99.16.76;10.99.16.77
Tisakmedia Dubrovnik;923180;10.99.16.1;10.99.16.11;10.99.16.12
Ivani?gradska;923190;10.191.53.17;10.191.53.18;10.191.53.19
HOTEL BELI KAMNIK;923210;10.191.50.113;10.191.50.114;10.191.50.115
Baška plus;923220;10.191.101.33;10.191.101.34;10.191.101.35
Baška Tobacco;923230;10.191.101.49;10.191.101.50;10.191.101.51
Krk- plaža Portapizana;923240;10.191.100.145;10.191.100.146;10.191.100.147
?ikaga;923250;10.199.30.241;10.199.30.242;10.199.30.243
Krk Koralj;923260;10.191.50.81;10.191.50.82;10.191.50.83
Politin;923270;10.191.101.97;10.191.101.98;10.191.101.99
Krk Ježevac;923280;10.191.50.145;10.191.50.146;10.191.50.147
Krk-J.J.Strossmayera;923290;10.191.50.161;10.191.50.162;10.191.50.163
ZAPREŠI? SUPERKONZUM;923300;10.199.31.145;10.199.31.146;10.199.31.147
Zametska;923320;10.199.32.193;10.199.32.194;10.199.32.195
VEŽICA RATKA PETROVI?A;923330;10.199.15.241;10.199.15.242;10.199.15.243
Bra?e Vranjanin;923340;10.199.31.249;10.199.31.250;10.199.31.251
Autobusna;923350;10.199.31.121;10.199.31.122;10.199.31.123
Bazeni selce;923360;10.191.101.161;10.191.101.162;10.191.101.163
Bolnica ?akovec;923380;10.199.31.241;10.199.31.242;10.199.31.243
Baška palada;923390;10.191.100.193;10.191.100.194;10.191.100.195
Vanta?i?;923420;10.191.102.33;10.191.102.34;10.191.102.35
Praška;923450;10.199.32.225;10.199.32.226;10.199.32.227
KUTINA KAUFLAND LOKAL TISAK;923460;10.199.33.1;10.199.33.2;10.199.33.3
Lokal Plo?e;923470;10.199.32.9;10.199.32.10;10.199.32.11
LAPAD  TRŽNICA;923480;10.199.32.17;10.199.32.18;10.199.32.19
Lokal stara Mokošica;923490;10.199.31.97;10.199.31.98;10.199.31.99
Lapadska obala;923500;10.199.32.1;10.199.32.2;10.199.32.3
Lokal Bellevue;923510;10.199.32.25;10.199.32.26;10.199.32.27
Westgate 1/06;923520;10.199.33.9;10.199.33.10;10.199.33.11
Westgate 1/104;923530;10.199.33.17;10.199.33.18;10.199.33.19
Kaufland;923550;10.199.33.57;10.199.33.58;10.199.33.59
Kaufland K-17 Požega;923560;10.199.33.49;10.199.33.50;10.199.33.51
KAPTOL Trg V. Korajca bb;923570;10.199.32.233;10.199.32.234;10.199.32.235
Lanište;923590;10.199.33.81;10.199.33.82;10.199.33.83
Hotel La Croma;923600;10.199.34.177;10.199.34.178;10.199.34.179
Mila tržnica;923610;10.199.32.185;10.199.32.186;10.199.32.187
Šip?ine;923620;10.191.52.129;10.191.52.130;10.191.52.131
DUBROVNIK-HOTEL LERO;923630;10.199.32.209;10.199.32.210;10.199.32.211
Vrsar supekonzum;923640;10.191.45.113;10.191.45.114;10.191.45.115
KONZUM KRK;923650;10.191.51.145;10.191.51.146;10.191.51.147
Petri?evo;923680;10.199.33.41;10.199.33.42;10.199.33.43
Podstrana-Strožanac;923690;10.199.33.33;10.199.33.34;10.199.33.35
Superkonzum-Dankove?ka;923700;10.199.40.233;10.199.40.234;10.199.40.235
GARDEN MALL;923710;10.191.53.33;10.191.53.34;10.191.53.35
Li?ki Osik;923730;10.191.54.49;10.191.54.50;10.191.54.51
tržnica donji grad;923750;10.199.33.25;10.199.33.26;10.199.33.27
Brodac Borovo;923760;10.191.54.17;10.191.54.18;10.191.54.19
VUKOVAR-BOLNICA;923770;10.191.54.1;10.191.54.2;10.191.54.3
VUKOVAR-GRADSKO POGLAVARSTVO;923780;10.191.53.225;10.191.53.226;10.191.53.227
Brodac Vinkovci;923790;10.191.53.241;10.191.53.242;10.191.53.243
TISAKMEDIA - INTERLIBER;923800;10.100.96.10;10.100.96.11;10.100.96.12
RK Doma;923810;10.191.54.113;10.191.54.114;10.191.54.115
TISAKMEDIA VARAŽDIN;923820;10.99.16.193;10.99.16.203;10.99.16.204
Macinec;923830;10.191.54.129;10.191.54.130;10.191.54.131
Hebrangova BJ;923840;10.199.33.65;10.199.33.66;10.199.33.67
Velpro;923850;10.191.54.209;10.191.54.210;10.191.54.211
Katedrala;923860;10.191.55.49;10.191.55.50;10.191.55.51
Aut.kol. Plo?e;923870;10.191.54.241;10.191.54.242;10.191.54.243
BRODARICA;923880;10.199.33.73;10.199.33.74;10.199.33.75
Kralja Tomislava ?akovec;923890;10.199.33.89;10.199.33.90;10.199.33.91
Kalni?ka,?akovec;923900;10.199.33.97;10.199.33.98;10.199.33.99
SUPERNOVA;923910;10.191.55.65;10.191.55.66;10.191.55.67
Lokal Flanati?ka;923920;10.191.54.225;10.191.54.226;10.191.54.227
Požeška dolina;923930;10.191.45.81;10.191.45.82;10.191.45.83
Dobojska;923940;10.191.55.1;10.191.55.2;10.191.55.3
RK Dunav;923950;10.191.55.17;10.191.55.18;10.191.55.19
Relja narodni list;923960;10.199.33.105;10.199.33.106;10.199.33.107
Hrgovi?i;923970;10.191.55.33;10.191.55.34;10.191.55.35
Sisak Autobusni kolodvor;923980;10.199.33.153;10.199.33.154;10.199.33.155
KANIŠKA,GOSPI?;924000;10.199.33.113;10.199.33.114;10.199.33.115
Donja Puš?a;924010;10.199.33.137;10.199.33.138;10.199.33.139
?akovec I.P.ZAJCA;924020;10.199.33.129;10.199.33.130;10.199.33.131
Kutina - FINA;924030;10.199.34.121;10.199.34.122;10.199.34.123
Bjelovar sud;924040;10.199.33.209;10.199.33.210;10.199.33.211
Vodnjan parkiralište;924050;10.191.103.17;10.191.103.18;10.191.103.19
Vodice plaža Olympia;924060;10.199.38.49;10.199.38.50;10.199.38.51
Brune Buši?a;924070;10.199.34.1;10.199.34.2;10.199.34.3
Ujevi?eva lokal;924080;10.191.103.225;10.191.103.226;10.191.103.227
Novalja plaža Zr?e;924090;10.199.38.129;10.199.38.130;10.199.38.131
Novigrad kamp Neapolis ADSL;924100;10.191.101.17;10.191.101.18;10.191.101.19
KOLODVOR POTHODNIK SJEVER;924110;10.199.34.49;10.199.34.50;10.199.34.51
Vodice hotel Olympia;924120;10.199.36.249;10.199.36.250;10.199.36.251
Omiš pjaca;924130;10.199.34.97;10.199.34.98;10.199.34.99
Hotel Aurora Umag;924140;10.191.100.81;10.191.100.82;10.191.100.83
Tisakmedia Supernova KA;924150;10.99.17.1;10.99.17.11;10.99.17.12
Tisakmedia Makarska;924160;10.99.17.65;10.99.17.75;10.99.17.76
Okrug gornji - Lu?ica To?;924170;10.199.36.225;10.199.36.226;10.199.36.227
Okrug donji;924180;10.199.37.209;10.199.37.210;10.199.37.211
DUBROVNIK ISTOK - TRG BANA J.JEL;924190;10.199.0.169;10.199.0.170;10.199.0.171
Tisakmedia ?akovo;924210;10.99.17.193;10.99.17.203;10.99.17.204
E-knjiga Tisakmedia;924220;10.100.8.4;10.100.8.5;10.100.8.6
Tisakmedia Autobusni kolodvor;924230;10.99.18.1;10.99.18.12;10.99.18.13
Tisakmedia Velika Gorica;924240;10.99.17.129;10.99.17.139;10.99.17.140
Tisakmedia Supernova Zadar;924270;10.99.18.65;10.99.18.75;10.99.18.76
?akovo - Jela?i?eva;924280;10.199.39.137;10.199.39.138;10.199.39.139
Tisakmedia Arena Zagreb;924290;10.99.18.193;10.99.18.203;10.99.18.204
Tisakmedia CCO Split;924300;10.99.18.129;10.99.18.139;10.99.18.140
Skladište E-Kiosk;924310;10.100.36.201;10.100.36.202;10.100.36.203
Šestinski vijenac;924330;10.191.103.65;10.191.103.66;10.191.103.67
TISAKMEDIA SL.BROD;924340;10.99.16.65;10.99.16.75;10.99.16.76
Tisak Koledine?ka;924350;10.191.103.193;10.191.103.194;10.191.103.195
DZ JUG 2;924360;10.191.103.241;10.191.103.242;10.191.103.243
Tisakmedia Pazin;924370;10.99.19.65;10.99.19.75;10.99.19.76
TISAKMEDIA PORTANOVA;924380;10.99.19.1;10.99.19.11;10.99.19.12
Karlovac tržnica-prolaz;924390;10.199.35.177;10.199.35.178;10.199.35.179
Gl.Kolodvor peron II;924400;10.199.34.241;10.199.34.242;10.199.34.243
SPORTSKA;924410;10.199.35.33;10.199.35.34;10.199.35.35
Medulin Riva;924420;10.191.104.65;10.191.104.66;10.191.104.67
Zaton-tur.naselje;924430;10.199.36.121;10.199.36.122;10.199.36.123
Avenue Mall;924440;10.191.104.49;10.191.104.50;10.191.104.51
DUBROVNIK - STRADUN -SDT;924450;10.191.36.49;10.191.36.50;10.191.36.51
DUBROVNIK-GRUŽ-SDT;924460;10.191.36.65;10.191.36.66;10.191.36.67
DUBROVNIK-NOVI AUT.KOLODVOR-SD;924470;10.191.36.81;10.191.36.82;10.191.36.83
DUBROVNIK-LAPAD ŠETALIŠTE-SDT;924490;10.199.23.73;10.199.23.74;10.199.23.75
DUBROVNIK-PLO?E-BANJE-SDT;924500;10.199.23.89;10.199.23.90;10.199.23.91
DUBROVNIK-SUD-SDT;924510;10.199.23.97;10.199.23.98;10.199.23.99
CAVTAT-AUT.KOLODVOR-SDT;924520;10.199.23.81;10.199.23.82;10.199.23.83
KOR?ULA - PLOKATA -SDT;924550;10.199.23.113;10.199.23.114;10.199.23.115
VELA LUKA - RIVA - SDT;924590;10.199.23.153;10.199.23.154;10.199.23.155
METKOVI? - PLATAN - SDT;924610;10.191.36.145;10.191.36.146;10.191.36.147
OPUZEN - CENTAR KOD ŠKOLE - SDT;924620;10.199.26.9;10.199.26.10;10.199.26.11
Drvenik plaža sdt;924630;10.199.38.73;10.199.38.74;10.199.38.75
OREBI?-TRAJEKTNA LUKA-SDT;924640;10.191.33.209;10.191.33.210;10.191.33.211
ŽIVOGOŠ?E CENTAR-SDT;924650;10.199.37.105;10.199.37.106;10.199.37.107
GRADAC PLAŽA-SDT;924660;10.199.38.81;10.199.38.82;10.199.38.83
GRADAC - CENTAR - SDT;924670;10.191.52.193;10.191.52.194;10.191.52.195
ZAOSTROG - CENTAR KOD ŠKOLE -SDT;924680;10.191.34.145;10.191.34.146;10.191.34.147
Split-Put Firula-SDT;924690;10.199.23.177;10.199.23.178;10.199.23.179
SPLIT-BOLNICA KRIŽINE-SDT;924700;10.199.23.193;10.199.23.194;10.199.23.195
SPLIT - AUT. POSTAJA - BLATINA;924710;10.199.23.209;10.199.23.210;10.199.23.211
SPLIT - BA?VICE - SDT;924720;10.199.23.241;10.199.23.242;10.199.23.243
SPLIT - PORED AUTOHRVATSKE - SDT;924730;10.199.23.249;10.199.23.250;10.199.23.251
SPLIT - MOST - SDT;924740;10.191.33.65;10.191.33.66;10.191.33.67
SPLIT-BOLNICA FIRULE-SDT;924750;10.199.24.145;10.199.24.146;10.199.24.147
SPLIT-KOD LEONARDA-SDT;924760;10.199.24.161;10.199.24.162;10.199.24.163
SPLIT - TRŽNICA SPLIT 3 ŠKOLA - SDT;924770;10.199.24.169;10.199.24.170;10.199.24.171
SPLIT-COSMIJEVA-SDT;924780;10.199.24.193;10.199.24.194;10.199.24.195
SPLIT -OP?INA - SDT;924790;10.199.9.89;10.199.9.90;10.199.9.91
SPLIT - PORED KULE -SDT;924800;10.199.24.201;10.199.24.202;10.199.24.203
SPLIT - AUT. POSTAJA - POGLAVARSTVO;924810;10.199.24.209;10.199.24.210;10.199.24.211
SPLIT NA PJACI-SDT;924820;10.199.24.217;10.199.24.218;10.199.24.219
SPLIT - IZME?U REALKE I ?ARDINA - SDT;924830;10.199.24.225;10.199.24.226;10.199.24.227
SPLIT - FRANE - SDT;924840;10.199.9.57;10.199.9.58;10.199.9.59
SPLIT - TRŽNICA SU?IDAR - SDT;924850;10.199.24.233;10.199.24.234;10.199.24.235
SPLIT - RADIO CENTAR - ?ARDIN - SDT;924860;10.199.24.241;10.199.24.242;10.199.24.243
SPLIT VAROŠ-KOD SPLITSKE BANKE;924870;10.199.25.1;10.199.25.2;10.199.25.3
SPLIT - TRAJEKTNA LUKA- KOD POŠTE 2-SDT;924880;10.199.25.9;10.199.25.10;10.199.25.11
SPLIT - RIVA-SDT;924900;10.199.25.25;10.199.25.26;10.199.25.27
SPLIT - STARI PAZAR - VRH - SDT;924910;10.199.25.41;10.199.25.42;10.199.25.43
SPLIT - ULICA SLOBODE - SDT;924920;10.199.23.217;10.199.23.218;10.199.23.219
SPLIT - NASUPROT ARHEOLOŠKOG MUZEJA-SDT;924930;10.191.33.49;10.191.33.50;10.191.33.51
SPLIT - RIBARNICA - SDT;924940;10.191.30.225;10.191.30.226;10.191.30.227
SPLIT - AUT. POSTAJA ZA TROGIR - SDT;924950;10.191.31.33;10.191.31.34;10.191.31.35
SPLIT - ZVON?AC -SDT;924960;10.191.31.49;10.191.31.50;10.191.31.51
SPLIT - NASUPROT HNK - SDT;924970;10.191.31.65;10.191.31.66;10.191.31.67
SPLIT - DOM.RATA - KOD ZABE - SDT;924980;10.199.24.57;10.199.24.58;10.199.24.59
SPLIT - NASUPROT ZGRADE SUDA -SDT;924990;10.191.31.97;10.191.31.98;10.191.31.99
SPLIT - NASUPROT FINE - SDT;925010;10.191.31.145;10.191.31.146;10.191.31.147
SPLIT - BRDA- SDT;925020;10.199.9.113;10.199.9.114;10.199.9.115
SPLIT - EX RALO - SDT;925030;10.191.36.209;10.191.36.210;10.191.36.211
SPLIT - PUJANKE - AUTOB. POSTAJA - SDT;925040;10.191.31.161;10.191.31.162;10.191.31.163
SPLIT - KOD DIOKOMA - MUSLIMANKE - SDT;925050;10.199.24.81;10.199.24.82;10.199.24.83
SPLIT - AUTOBUSNA POSTAJA PAZAR-SDT;925060;10.191.31.193;10.191.31.194;10.191.31.195
SPLIT - HAJDUK - SDT;925070;10.199.9.73;10.199.9.74;10.199.9.75
SPLIT -  KOD POLICIJSKE UPRAVE - SDT;925080;10.191.31.241;10.191.31.242;10.191.31.243
SPLIT-KARVER&KAROCA-SDT;925090;10.199.26.233;10.199.26.234;10.199.26.235
SPLIT - ISPRED PC KERUM - LORA - SDT;925110;10.199.24.113;10.199.24.114;10.199.24.115
SPLIT - ŠKVER -SDT;925120;10.199.24.121;10.199.24.122;10.199.24.123
SPLIT - KOD JOKERA - SDT;925130;10.199.24.137;10.199.24.138;10.199.24.139
SPLIT-PARKIRALIŠTE CANKAREVA.S;925140;10.191.32.145;10.191.32.146;10.191.32.147
SPLIT-PARKIRALIŠTE-STARI PLAC-;925150;10.191.32.161;10.191.32.162;10.191.32.163
SPLIT - AUTOB. STANICA KOD LIDLA -SDT;925160;10.191.32.209;10.191.32.210;10.191.32.211
SPLIT-TRAJEKTNA LUKA-SDT;925170;10.191.32.225;10.191.32.226;10.191.32.227
SPLIT -TRAJ.LUKA- ŽELJEZNI?KA STANICA - SDT;925180;10.191.32.241;10.191.32.242;10.191.32.243
SPLIT - KOD PRAVNOG FAKULTETA - SDT;925190;10.191.33.1;10.191.33.2;10.191.33.3
SPLIT - KOD CRKVE SV. PETRA - SDT;925200;10.191.33.17;10.191.33.18;10.191.33.19
SPLIT - KOD DEPADANSA - SDT;925210;10.191.33.33;10.191.33.34;10.191.33.35
SPLIT - SIROBUJA -SDT;925220;10.199.34.9;10.199.34.10;10.199.34.11
SOLIN - POLICIJSKA POSTAJA - SDT;925230;10.191.30.209;10.191.30.210;10.191.30.211
SOLIN - DOM ZDRAVLJA - SDT;925240;10.191.32.33;10.191.32.34;10.191.32.35
SOLIN - ŠIRINA , AUTOBUSNA POSTAJA - SDT;925250;10.191.32.49;10.191.32.50;10.191.32.51
SOLIN - ISPRED SUDA -SDT;925260;10.191.32.65;10.191.32.66;10.191.32.67
SOLIN - SOLIN 125 - SDT;925270;10.191.11.145;10.191.11.146;10.191.11.147
K.SU?URAC - RASKRIŽJE ZA MAGISTRALU -SDT;925280;10.199.23.225;10.199.23.226;10.199.23.227
KAŠTEL STARI -SDT;925300;10.191.49.161;10.191.49.162;10.191.49.163
K. STARI - AUTOBUSNA POSTAJA -SDT;925320;10.199.24.73;10.199.24.74;10.199.24.75
TROGIR - PORED POŠTE -SDT;925330;10.191.30.177;10.191.30.178;10.191.30.179
TROGIR - KOD STARE RIBARNICE - SDT;925340;10.191.30.193;10.191.30.194;10.191.30.195
TROGIR - HOLDING - SDT;925350;10.199.34.145;10.199.34.146;10.199.34.147
TROGIR-TROGIR-TRŽNICA-MARS-SDT;925360;10.191.36.193;10.191.36.194;10.191.36.195
?IOVO - KRALJA ZVONIMIRA - SDT;925370;10.199.24.41;10.199.24.42;10.199.24.43
TROGIR - GRADSKA TRŽNICA - SDT;925380;10.191.31.129;10.191.31.130;10.191.31.131
OKRUG GORNJI-SDT;925390;10.199.34.105;10.199.34.106;10.199.34.107
SINJ - KOD POŠTE - SDT;925400;10.191.31.177;10.191.31.178;10.191.31.179
SINJ - KOD SOCIJALNOG - SDT;925410;10.191.31.209;10.191.31.210;10.191.31.211
SINJ - KOD TRŽNICE -  SDT;925420;10.191.32.1;10.191.32.2;10.191.32.3
SINJ - AUTOBUSNA POSTAJA - SDT;925430;10.199.39.89;10.199.39.90;10.199.39.91
OTOK - CENTAR - SDT;925440;10.191.31.225;10.191.31.226;10.191.31.227
TRILJ-CENTAR-SDT;925450;10.199.24.97;10.199.24.98;10.199.24.99
IMOTSKI-STARI AUT. KOLODVOR-SD;925470;10.199.25.209;10.199.25.210;10.199.25.211
PROLOŽAC - ISPRED OP?INE - SDT;925480;10.199.25.225;10.199.25.226;10.199.25.227
VRGORAC - CENTAR KOD POŠTE - SDT;925490;10.199.25.249;10.199.25.250;10.199.25.251
MAKRSKA-HOTEL BIOKOVO-SDT;925500;10.199.25.97;10.199.25.98;10.199.25.99
MAKARSKA-HOTEL BIOKOVKA;925510;10.199.37.113;10.199.37.114;10.199.37.115
MAKARSKA Grma sdt;925520;10.199.25.137;10.199.25.138;10.199.25.139
MAKARSKA -park-sdt;925530;10.199.25.121;10.199.25.122;10.199.25.123
MAKARSKA - PARKIRALIŠTE HVIDRA - SDT;925540;10.199.25.129;10.199.25.130;10.199.25.131
MAKARSKA - MARINETA - SDT;925560;10.199.25.145;10.199.25.146;10.199.25.147
MAKARSKA - OSNOVNA ŠKOLA - SDT;925570;10.199.25.153;10.199.25.154;10.199.25.155
MAKARSKA - ZELENKA - SDT;925580;10.199.25.161;10.199.25.162;10.199.25.163
OMIŠ-AUTOBUSNA POSTAJA PRIKO-S;925590;10.191.30.241;10.191.30.242;10.191.30.243
OMIŠ-FOŠAL-CENTAR-SDT;925600;10.191.31.1;10.191.31.2;10.191.31.3
OMIŠ-FOŠAL-PORED SEMAFORA-SDT;925610;10.191.31.17;10.191.31.18;10.191.31.19
OMIŠ-IZNAD POLICIJE-SDT;925620;10.191.32.97;10.191.32.98;10.191.32.99
DUGI RAT - CENTAR - SDT;925630;10.199.24.129;10.199.24.130;10.199.24.131
BAŠKA VODA-KOD HOTELA HORIZONT;925640;10.191.34.1;10.191.34.2;10.191.34.3
BAŠKA VODA-ULAZ-SDT;925650;10.191.34.33;10.191.34.34;10.191.34.35
Plaža zlatni rat;925660;10.199.31.185;10.199.31.186;10.199.31.187
BOL-VEREDERE-SDT;925670;10.191.35.209;10.191.35.210;10.191.35.211
BRELA - KOD POŠTE - SDT;925680;10.191.33.241;10.191.33.242;10.191.33.243
Brela-Jakiruša-sdt;925690;10.199.37.121;10.199.37.122;10.199.37.123
Brela Berulia;925700;10.199.37.129;10.199.37.130;10.199.37.131
TU?EPI-Plaža-sdt;925710;10.199.36.169;10.199.36.170;10.199.36.171
PODGORA-RIVA-SDT;925720;10.199.36.177;10.199.36.178;10.199.36.179
IGRANE-PLAŽA-SDT;925730;10.199.37.137;10.199.37.138;10.199.37.139
SUPETAR - TRAJEKTNA LUKA - SDT;925740;10.191.35.145;10.191.35.146;10.191.35.147
SUPETAR - VLA?ICA - SDT;925750;10.199.39.153;10.199.39.154;10.199.39.155
Supetar Kaktus sdt;925760;10.199.37.145;10.199.37.146;10.199.37.147
SUTIVAN-TRŽNICA-SDT;925770;10.191.35.193;10.191.35.194;10.191.35.195
MILNA-RIVA-SDT;925780;10.191.36.33;10.191.36.34;10.191.36.35
POSTIRA - RIVA - SDT;925790;10.191.35.241;10.191.35.242;10.191.35.243
POSTIRA -OP?INA - SDT;925800;10.199.36.185;10.199.36.186;10.199.36.187
SPLITSKA - RIVA - SDT;925810;10.191.36.17;10.191.36.18;10.191.36.19
Bol šetnica sdt;925820;10.199.38.97;10.199.38.98;10.199.38.99
ŠOLTA - STOMORSKA - SDT;925830;10.199.25.65;10.199.25.66;10.199.25.67
Roga?-trajektna luka sdt;925840;10.199.36.193;10.199.36.194;10.199.36.195
ŠOLTA - GROHOTE - SDT;925850;10.199.25.73;10.199.25.74;10.199.25.75
ŠOLTA - MASLINICA, RIVA - SDT;925860;10.199.25.81;10.199.25.82;10.199.25.83
NE?UJAM-PLAŽA-SDT;925870;10.199.38.1;10.199.38.2;10.199.38.3
RIVA,JADROLINIJA;925880;10.191.34.161;10.191.34.162;10.191.34.163
HVAR-AUTOBUSNI KOLODVOR-SDT;925890;10.191.34.177;10.191.34.178;10.191.34.179
HVAR-Fabrika- sdt;925900;10.199.36.145;10.199.36.146;10.199.36.147
STARI GRAD -  RIBARNICA- SDT;925910;10.191.34.193;10.191.34.194;10.191.34.195
JELSA-PJACA-SDT;925920;10.191.36.177;10.191.36.178;10.191.36.179
JELSA-PORED POŠTE-SDT;925930;10.191.34.241;10.191.34.242;10.191.34.243
JELSA-RIVA-SDT;925940;10.199.36.161;10.199.36.162;10.199.36.163
VIS -RIVA - SDT;925950;10.191.32.113;10.191.32.114;10.191.32.115
KOMIŽA - RIVA - SDT;925960;10.199.39.169;10.199.39.170;10.199.39.171
ŠIBENIK-HOTEL KRKA-SDT;925980;10.199.27.9;10.199.27.10;10.199.27.11
ŠIBENIK-NASUPROT SUDA-SDT;925990;10.199.27.25;10.199.27.26;10.199.27.27
ŠIBENIK-PORED POLIKLINIKE-SDT;926000;10.191.33.81;10.191.33.82;10.191.33.83
ŠIBENIK-KALELARGA-SDT;926010;10.191.33.97;10.191.33.98;10.191.33.99
ŠIBENIK-TRŽNICA-SDT;926020;10.191.33.113;10.191.33.114;10.191.33.115
Rogoznica poljana;926030;10.199.38.161;10.199.38.162;10.199.38.163
ŠIBENIK-PORED BOLNICE-SDT;926040;10.191.33.145;10.191.33.146;10.191.33.147
ŠIBENIK -NASUPROT KAZALIŠTA-SD;926050;10.199.27.57;10.199.27.58;10.199.27.59
ŠIBENIK-JADRANSKA BANKA-AUT.ST;926080;10.199.27.105;10.199.27.106;10.199.27.107
ŠIBENIK-NASUPROT JOLLY-SDT;926090;10.199.27.121;10.199.27.122;10.199.27.123
ŠIBENIK-NASUPROT AUT. STANICE-;926100;10.199.27.129;10.199.27.130;10.199.27.131
ŠIBENIK-PORED KUGLANE-SDT;926110;10.199.27.153;10.199.27.154;10.199.27.155
ZABLA?E-ULAZ U ZABLA?E-SDT;926120;10.199.27.161;10.199.27.162;10.199.27.163
